episode,step,reward
10,13,0.06003468845784378
10,14,0.13207674859616075
10,15,0.08667240656853267
10,16,0.12227774842607797
10,17,0.11175915621661052
10,18,0.13895551609702045
10,19,0.13606356035483863
10,20,0.15472905706994036
10,21,0.2826690583189914
10,22,0.25153054225627686
10,23,0.24776316948568516
10,24,0.3297024934519324
10,25,0.31077446560910754
11,1,0.2777790109388145
11,2,0.2846207769568168
11,3,0.27795460624049406
11,4,0.2676417333922105
11,5,0.3033314976327451
11,6,0.2800374517055014
11,7,0.2025044882382409
11,8,0.18918595276614653
11,9,0.09456264417429643
11,10,0.1319723062925053
11,11,0.13482683218610503
11,12,0.0730733649058876
11,13,0.048761584662562654
11,14,-0.0046884758497834945
11,15,0.08033950105640218
11,16,0.09711417921445964
11,17,0.04747104359951117
11,18,0.13377729893912393
11,19,0.18197097013115082
11,20,0.13225063955135952
11,21,0.24865148216987357
11,22,0.3329758349756846
11,23,0.28776195345629973
11,24,0.2669466585085646
11,25,0.3032101907831005
12,1,0.3450024203577207
12,2,0.3215257717187776
12,3,0.2916759193109454
12,4,0.3035115265354602
12,5,0.32129919776873794
12,6,0.2967925610323442
12,7,0.2520541342231133
12,8,0.15199314378592163
12,9,0.1022437069923786
12,10,0.12790751852309196
12,11,0.1312298206279916
12,12,0.06294423248869467
12,13,0.04220596159987862
12,14,0.05711974316265421
12,15,0.057557371449987946
12,16,0.05700524479174024
12,17,0.1397384164733079
12,18,0.08479958099104083
12,19,0.1479354010553114
12,20,0.23784708038383653
12,21,0.24535438335176904
12,22,0.3236320052859986
12,23,0.30734627718453933
12,24,0.2751424910505913
12,25,0.3040792963858292
13,1,0.2208500059640058
13,2,0.3083329891786163
13,3,0.3734223590350536
13,4,0.2448177015708781
13,5,0.24748054827555677
13,6,0.275140859419544
13,7,0.19316633777241407
13,8,0.16964272891528495
13,9,0.17854343582513674
13,10,0.12508376421399145
13,11,0.0963014716680427
13,12,0.08631301936241531
13,13,0.0132099578208742
13,14,0.15120218594774193
13,15,0.03315629434918947
13,16,-0.03807057151495688
13,17,0.10062689851020429
13,18,0.1791811663472383
13,19,0.2247490574412646
13,20,0.18985099121836344
13,21,0.33413099578081706
13,22,0.3910624010493094
13,23,0.3182416056659763
13,24,0.3270218897039355
13,25,0.3074399663445618
14,1,0.3000603791680143
14,2,0.30433114273284223
14,3,0.34619084403405714
14,4,0.33165957911547034
14,5,0.3073177769079506
14,6,0.27839018914869507
14,7,0.27044753083364137
14,8,0.15733907996705843
14,9,0.08177668256239991
14,10,0.10064209306251444
14,11,0.11371668618562314
14,12,0.0944506629945379
14,13,-0.009313150935241515
14,14,0.09151971422449696
14,15,0.09094651881338012
14,16,0.08094149728838405
14,17,0.10354463095532036
14,18,0.04683598255583823
14,19,0.257085612951193
14,20,0.1596194553565792
14,21,0.23798048792423737
14,22,0.3188808516995382
14,23,0.2803176547009711
14,24,0.32637033708447305
14,25,0.2942139808934465
15,1,0.2942761516591587
15,2,0.3397459980824851
15,3,0.32011151989927644
15,4,0.30608978627546746
15,5,0.2993960996521781
15,6,0.2941139446011686
15,7,0.24525487913587607
15,8,0.212323786289744
15,9,0.08382201787996232
15,10,0.056175132414535756
15,11,0.07941806226292689
15,12,0.06996682546802294
15,13,0.03426760409874692
15,14,0.044984367980432205
15,15,-0.008796292265797903
15,16,0.029332113669625674
15,17,0.05253152647679799
15,18,0.17842659463293759
15,19,0.19172768808629023
15,20,0.29669127060407613
15,21,0.334438572473204
15,22,0.33493483274476327
15,23,0.2697344538416965
15,24,0.2619044305726673
15,25,0.26450276258686983
16,1,0.28131927011700125
16,2,0.2810570098507328
16,3,0.2741579418231518
16,4,0.33741360612256316
16,5,0.2658921831158887
16,6,0.2661813684162265
16,7,0.2384545455258696
16,8,0.20489781277811228
16,9,0.09428545621792418
16,10,0.09771629036522106
16,11,0.07725997769517363
16,12,0.05666451084897226
16,13,0.09356844305041938
16,14,0.09865163061699607
16,15,0.0200517079763165
16,16,0.09443392186861035
16,17,0.14978866273912828
16,18,0.1712072074533172
16,19,0.18864341537117754
16,20,0.2585902648034944
16,21,0.22640221766992408
16,22,0.29152144400014274
16,23,0.27127781418924113
16,24,0.271620982867233
16,25,0.2881546968551151
17,1,0.2624662981471701
17,2,0.30850740083291606
17,3,0.30219891294393375
17,4,0.26564449678223634
17,5,0.24163637370898916
17,6,0.26785371000249547
17,7,0.2157350882306547
17,8,0.19815173228151733
17,9,0.1450144962555081
17,10,0.05920800644659452
17,11,0.11755119803028657
17,12,0.12433330544214787
17,13,0.05102924261274683
17,14,0.060962838336593675
17,15,0.07144702186363829
17,16,0.06719446346531768
17,17,0.09364799467712874
17,18,0.1178560785157104
17,19,0.13655810562090928
17,20,0.20763060448170803
17,21,0.2905621309954212
17,22,0.28363421776188663
17,23,0.3359525949721012
17,24,0.3090446113372394
17,25,0.30676665964067806
18,1,0.2807462684226541
18,2,0.27288840638550194
18,3,0.23139929332091821
18,4,0.32516642071187324
18,5,0.28672859003174833
18,6,0.2749135832095694
18,7,0.2284348327277984
18,8,0.2154871419669857
18,9,0.09198462372077722
18,10,0.0870637652790796
18,11,0.10219427285690459
18,12,0.11573775630944785
18,13,0.06347036580560977
18,14,0.10879780296936784
18,15,0.09082534804322272
18,16,0.09598777047061591
18,17,0.05426029631765413
18,18,0.07220822142357046
18,19,0.16980372655925785
18,20,0.21322629349276234
18,21,0.25814956288372626
18,22,0.2806150436774281
18,23,0.33489501113464676
18,24,0.36567576001480917
18,25,0.2953623147711147
19,1,0.3012474342223196
19,2,0.24655631494318853
19,3,0.2820064440477101
19,4,0.34270312830995664
19,5,0.307869790394238
19,6,0.28598923704529766
19,7,0.20734118179886948
19,8,0.19994260938982242
19,9,0.16818552785162083
19,10,0.10712325561647093
19,11,0.08319984523658656
19,12,0.03582234333473342
19,13,0.10464136078308241
19,14,0.09782263873677895
19,15,0.10466704051380597
19,16,0.10754898794321363
19,17,0.05797115004252007
19,18,0.1018827322412287
19,19,0.1653634605053654
19,20,0.25396073896486265
19,21,0.27097651884653096
19,22,0.3111787087039885
19,23,0.3344647777447029
19,24,0.2995274312985392
19,25,0.30233482655215377
20,1,0.2219095171473337
20,2,0.29449452944641585
20,3,0.2651489015886182
20,4,0.28408629914019956
20,5,0.31584205163784673
20,6,0.27131371593235887
20,7,0.23396052373421322
20,8,0.08642424018568616
20,9,0.11957477310246287
20,10,0.0642948832214893
20,11,0.009691436450457763
20,12,0.04574487735118331
20,13,0.0024302762416589722
20,14,0.07292095906110305
20,15,0.08521098749965551
20,16,-0.0038764355800823646
20,17,0.08615094225947305
20,18,0.10346464227535372
20,19,0.21633794235655207
20,20,0.29846594360170936
20,21,0.3136335776110174
20,22,0.22052348608949254
20,23,0.2892029978930753
20,24,0.3035686929180671
20,25,0.33100517343435326
21,1,0.35933501961863246
21,2,0.28208989111755595
21,3,0.23925545828122083
21,4,0.27136295285357226
21,5,0.22851202044026048
21,6,0.28495283636226687
21,7,0.2089879860824361
21,8,0.1049976152099028
21,9,0.17899282215085077
21,10,0.1235105743905626
21,11,0.04742538442566741
21,12,0.05599047193647746
21,13,-0.014253166409239829
21,14,0.09785300372654178
21,15,0.06884234159500904
21,16,0.08138441952405424
21,17,0.12032884740675215
21,18,0.08890108431613682
21,19,0.2102276629886501
21,20,0.18272110002768452
21,21,0.3050698409012083
21,22,0.24786211993664337
21,23,0.2882679087636364
21,24,0.3427029077454279
21,25,0.3144874058068782
22,1,0.28674506900292035
22,2,0.3148107605387952
22,3,0.29467932951657616
22,4,0.3209331383843698
22,5,0.3446097670266452
22,6,0.25972332731605574
22,7,0.20250967527674676
22,8,0.15994035846378402
22,9,0.1068341303818546
22,10,0.1126680315814447
22,11,0.021850484644904397
22,12,0.061186111776996545
22,13,0.05756461594768847
22,14,0.06984693035291607
22,15,0.0929240659426618
22,16,0.09399617389242103
22,17,0.04222889320697782
22,18,0.09334656870614136
22,19,0.2253045942084305
22,20,0.21243055551332132
22,21,0.23335826452767994
22,22,0.2306819187941046
22,23,0.33552291287038655
22,24,0.28165847014035705
22,25,0.2654661061254187
23,1,0.32153075089923333
23,2,0.3470731027081318
23,3,0.2698090900960671
23,4,0.29311405834710375
23,5,0.27060795766674406
23,6,0.25314110553516467
23,7,0.2130974084314196
23,8,0.17584940364456364
23,9,0.07123278257423181
23,10,0.05933438306884111
23,11,0.09433727232448312
23,12,0.12038172797614284
23,13,0.04432323350430645
23,14,0.14787904861172974
23,15,0.07864697490918755
23,16,0.10553055485346798
23,17,0.05455801181008755
23,18,0.12640286139421456
23,19,0.15213915500855124
23,20,0.22078623008607515
23,21,0.34135607271204993
23,22,0.28101245456291124
23,23,0.326188848760083
23,24,0.27953518201678856
23,25,0.32860223280022766
24,1,0.2401193672676579
24,2,0.3470999516099224
24,3,0.2740299399230249
24,4,0.34546746708784365
24,5,0.33373033582055334
24,6,0.19073944768799414
24,7,0.27277054788221194
24,8,0.1777692826865658
24,9,0.13338562669564208
24,10,0.04205562622964242
24,11,0.11897536539944283
24,12,0.11550359357706054
24,13,0.11838872710932419
24,14,0.05757569702911516
24,15,0.05197154197068917
24,16,0.11830965130827091
24,17,0.04753509441394344
24,18,0.15974350674537985
24,19,0.11629351788673321
24,20,0.22131174076931187
24,21,0.29136106287287294
24,22,0.2953103559635388
24,23,0.3228294637885199
24,24,0.2980696148448904
24,25,0.24553401287867047
25,1,0.29323856905803
25,2,0.3184814370985822
25,3,0.2707295146792701
25,4,0.3106701639568357
25,5,0.2555378348410237
25,6,0.18215498222310386
25,7,0.2707034597766157
25,8,0.18651928344633156
25,9,0.13892878909299355
25,10,0.11936086198063603
25,11,0.07861917076252824
25,12,0.10097667598877583
25,13,0.021611340561744827
25,14,0.11809183742225593
25,15,0.10785800025566196
25,16,0.0469561296562998
25,17,0.14393312386584578
25,18,0.07334602657645044
25,19,0.15953590213014926
25,20,0.24460391505503717
25,21,0.1706702048845457
25,22,0.30148236479597096
25,23,0.22917362559081447
25,24,0.2974275577990054
25,25,0.3617738118348171
26,1,0.3022106832786602
26,2,0.25735875165401734
26,3,0.3603831340353742
26,4,0.2530486384019852
26,5,0.24942032706568476
26,6,0.24928994987228065
26,7,0.2243584245892079
26,8,0.1362974882938886
26,9,0.1020932297528057
26,10,0.06786852358219027
26,11,0.08328179054202818
26,12,0.05053197329017991
26,13,0.02675250225927671
26,14,0.029584950493579214
26,15,0.08573210830886233
26,16,0.12117203489446028
26,17,0.15628769350963537
26,18,0.11988072310863263
26,19,0.18410280470025184
26,20,0.2556982126307324
26,21,0.2737507278472386
26,22,0.2798191077111821
26,23,0.2987120869622059
26,24,0.2643890429273884
26,25,0.2945213680663153
27,1,0.33659681240874845
27,2,0.2974269040825446
27,3,0.29343579628749744
27,4,0.3509376046805381
27,5,0.2408125248144521
27,6,0.22778935574442943
27,7,0.2010639182838654
27,8,0.15030243532465065
27,9,0.098346651868899
27,10,0.07599463881384654
27,11,0.12749222863066964
27,12,0.042963553066373034
27,13,0.04197952956868762
27,14,0.02552928394463736
27,15,0.06537475080417109
27,16,0.1004104689585364
27,17,0.1269673138248998
27,18,0.15802082003968837
27,19,0.19377522458309832
27,20,0.24088612368441206
27,21,0.22737451021918068
27,22,0.3026714419805048
27,23,0.31541119604353485
27,24,0.30284729267337157
27,25,0.3327012530572716
28,1,0.3137869553959868
28,2,0.31164475484079573
28,3,0.32595548557765247
28,4,0.3155288845907741
28,5,0.30717843944190865
28,6,0.23192017787299957
28,7,0.22427307901792246
28,8,0.21211004959610966
28,9,0.12249496809333442
28,10,0.13240607781859456
28,11,0.010111003595891316
28,12,0.04736885219887716
28,13,0.10435501878811071
28,14,0.06677648530127642
28,15,0.1271520033653856
28,16,0.08654985225566159
28,17,0.10395047787841133
28,18,0.10036439515386604
28,19,0.1835788575966191
28,20,0.22340796341932656
28,21,0.28164425289924394
28,22,0.2641503800375059
28,23,0.3009117778507771
28,24,0.27469855099104146
28,25,0.2678330881605412
29,1,0.3188900921320948
29,2,0.3060823509136986
29,3,0.265711364857788
29,4,0.310332502324417
29,5,0.2244045934286352
29,6,0.21676174345915777
29,7,0.20919111248835662
29,8,0.1578186944377239
29,9,0.11747074011621143
29,10,0.08001539386614075
29,11,0.03741640793008622
29,12,0.08173201068876629
29,13,-0.010958859699114113
29,14,0.07416318076382987
29,15,0.0051439198991672834
29,16,0.1456137833361057
29,17,0.049733467235466074
29,18,0.16079680763553675
29,19,0.16681140498839991
29,20,0.2510217971632838
29,21,0.23182284912551884
29,22,0.3047683474657525
29,23,0.2999546493553273
29,24,0.24985089908976094
29,25,0.3379858677478954
30,1,0.2780251396329465
30,2,0.2612537378449605
30,3,0.2799191111140159
30,4,0.3541334314174383
30,5,0.318919345083522
30,6,0.24470056194949585
30,7,0.21828394833864487
30,8,0.11945888476972263
30,9,0.0896100345522343
30,10,0.09197524404154048
30,11,0.16859593886399132
30,12,0.026607361377307428
30,13,0.06770980348573478
30,14,0.048653370749861244
30,15,0.07277743642341324
30,16,0.17976054956607956
30,17,0.10738030394051151
30,18,0.1130692937430452
30,19,0.2174954623444011
30,20,0.24683334601995957
30,21,0.2653324238519506
30,22,0.2680684054556002
30,23,0.32371938449435306
30,24,0.31526171897202304
30,25,0.2753064258157994
31,1,0.28453814265871563
31,2,0.3165951941896751
31,3,0.2488439073498067
31,4,0.2880657345582495
31,5,0.2996586535539773
31,6,0.2779211152622317
31,7,0.22139321347555735
31,8,0.14545120429515312
31,9,0.09352952083387209
31,10,0.08382131849899298
31,11,0.052823564976271206
31,12,0.11383079394131798
31,13,0.06407975965720725
31,14,0.1339052690001997
31,15,0.058649512804597626
31,16,0.05484489397392496
31,17,0.06710601697939794
31,18,0.17898965018141724
31,19,0.12668188402352215
31,20,0.1459704939696681
31,21,0.2787833175028089
31,22,0.26847790928838006
31,23,0.30241439346551063
31,24,0.33038712779587776
31,25,0.28309580846797844
32,1,0.24508563265970965
32,2,0.3251042171110284
32,3,0.3014937696646189
32,4,0.3782037841650248
32,5,0.3598861129967327
32,6,0.21017403227342513
32,7,0.17229404095348896
32,8,0.12430400119638972
32,9,0.07505699807143912
32,10,0.10437466099560397
32,11,0.11242119433072152
32,12,0.06708689387864777
32,13,0.11050392650690417
32,14,0.07954768802444001
32,15,0.04577651608067951
32,16,0.05627301431342334
32,17,0.08603995564590405
32,18,0.10538027101067912
32,19,0.133171296964337
32,20,0.2716376926986886
32,21,0.21305893774734688
32,22,0.24658627315226195
32,23,0.3357356058777696
32,24,0.2742599510767217
32,25,0.29809013879794927
33,1,0.26474493060323334
33,2,0.25418372243256865
33,3,0.32408128085533006
33,4,0.29835420586844436
33,5,0.2744230000318542
33,6,0.32469339960139487
33,7,0.236539165522418
33,8,0.17240954780965795
33,9,0.13925914956964425
33,10,0.11701120386731052
33,11,0.05972348922872922
33,12,0.024261342700719793
33,13,0.14511743257828139
33,14,0.0703190968919066
33,15,0.03855697434173183
33,16,0.03391469026578378
33,17,0.1864985438014263
33,18,0.04688357007423628
33,19,0.24739697198354207
33,20,0.22772719965937344
33,21,0.2891426162120299
33,22,0.29881524062359927
33,23,0.2829025343034402
33,24,0.22013387976981255
33,25,0.3013670983428076
34,1,0.21529384715685976
34,2,0.29758062840402055
34,3,0.27424128957888116
34,4,0.28092593255584364
34,5,0.34272152306794507
34,6,0.25014767459318793
34,7,0.2566465761867747
34,8,0.1783753764127349
34,9,0.10799884901697003
34,10,0.04968483859025243
34,11,0.10090031716042043
34,12,0.09818982198071226
34,13,0.053621018489075974
34,14,0.031427229059948346
34,15,0.0932569547695502
34,16,0.06770973460435951
34,17,0.08529134945350458
34,18,0.11238621223960997
34,19,0.17909165781531372
34,20,0.27476228154292653
34,21,0.3281959180963152
34,22,0.2199084990184252
34,23,0.3317513964285112
34,24,0.3015228876497006
34,25,0.2775717723489163
35,1,0.3126845225320494
35,2,0.3447797710111565
35,3,0.26752700835810433
35,4,0.32760314935499407
35,5,0.32728366073181786
35,6,0.25058580673757624
35,7,0.2619386636022622
35,8,0.16420782626424366
35,9,0.13371621778707976
35,10,0.058454393213137175
35,11,0.09479925316310438
35,12,0.054742418305026116
35,13,0.08603678627079693
35,14,0.11134477460524929
35,15,0.10081387079356413
35,16,0.05071789420373915
35,17,0.09732734639458525
35,18,0.10658082558931864
35,19,0.18993797163745166
35,20,0.2747575383754881
35,21,0.2858835162126613
35,22,0.2584762241694073
35,23,0.2885199403071158
35,24,0.23356009428285607
35,25,0.3433557516121373
36,1,0.29209213449781507
36,2,0.3574142139481704
36,3,0.26716810096015375
36,4,0.2984470707791194
36,5,0.2962472861571202
36,6,0.23363746237151334
36,7,0.2174804812348252
36,8,0.20174974168500576
36,9,0.13470677929337274
36,10,0.07830348351499374
36,11,0.0665977223990603
36,12,0.14988557043707046
36,13,0.060566004310865076
36,14,0.07237932457349194
36,15,0.07138434299505016
36,16,0.057438161653485496
36,17,0.07228564308250315
36,18,0.09949013542694364
36,19,0.2092019748713845
36,20,0.22638812095847355
36,21,0.2831311482046087
36,22,0.3018371086075467
36,23,0.33126640894049303
36,24,0.2765925788573119
36,25,0.3113973603611146
37,1,0.3133467199342028
37,2,0.300748179322273
37,3,0.25780348930053026
37,4,0.2727043657236182
37,5,0.23071195095278416
37,6,0.3165052977858781
37,7,0.22074606535912406
37,8,0.16624758393185612
37,9,0.16953562225937774
37,10,0.06495056580232558
37,11,0.0916779070810861
37,12,0.0405590229151503
37,13,0.08716717675618994
37,14,0.0678239793562804
37,15,0.10700571810031968
37,16,0.09301539728579061
37,17,0.17739066096806885
37,18,0.14425517672999344
37,19,0.19861455135622783
37,20,0.21311843691541776
37,21,0.2848203090216996
37,22,0.29251141858614543
37,23,0.29623861509409555
37,24,0.3393103434852737
37,25,0.3308000377244352
38,1,0.3520360684129724
38,2,0.26336846198635844
38,3,0.2971379581854064
38,4,0.2963041320857917
38,5,0.2807336422303044
38,6,0.3019795661027891
38,7,0.17602377170210612
38,8,0.2063830089047778
38,9,0.09861131700868839
38,10,0.12429266676084227
38,11,0.029923848845034882
38,12,-0.0496410640890056
38,13,0.059686627235154416
38,14,0.06506915331516386
38,15,0.06267176019843262
38,16,0.12521266545094398
38,17,0.08455183268420055
38,18,0.12819373823118868
38,19,0.16689877762230626
38,20,0.2771253925494572
38,21,0.28175455576207736
38,22,0.2760130227650516
38,23,0.2940251857649877
38,24,0.30958419580524554
38,25,0.3073628284413197
39,1,0.2430633576523166
39,2,0.2683924798882269
39,3,0.33690237384949956
39,4,0.34221009530103846
39,5,0.3228651429017043
39,6,0.24084037652073384
39,7,0.21449762958533602
39,8,0.17463685965213593
39,9,0.08127259165626445
39,10,0.0693644050400644
39,11,0.08831103292714568
39,12,0.08238532588529884
39,13,0.1283966843187226
39,14,0.05806746253397657
39,15,0.0894563906122857
39,16,0.06395810055269263
39,17,0.14167011622612696
39,18,0.1173683455099769
39,19,0.17862772540431646
39,20,0.27116426988030057
39,21,0.2544172249522091
39,22,0.24254775257369518
39,23,0.33787245464234994
39,24,0.30677065574578893
39,25,0.34586756424324655
40,1,0.2661740424966764
40,2,0.24309878379153751
40,3,0.29675059365159356
40,4,0.25429660930235576
40,5,0.2734055571326781
40,6,0.2404910831785876
40,7,0.1899494402249568
40,8,0.19833840497544877
40,9,0.151283329453196
40,10,0.06739052707844764
40,11,0.08784908314568317
40,12,0.10440700390552538
40,13,0.07400001974789511
40,14,0.02846488936994841
40,15,0.03845439224149143
40,16,0.09969685416508614
40,17,0.10595678889024061
40,18,0.18197155436554213
40,19,0.17248433753956513
40,20,0.25513669149125096
40,21,0.26099310130800457
40,22,0.25888610646928956
40,23,0.23738711968977932
40,24,0.25400545649038625
40,25,0.29439941643226303
41,1,0.27925658339708126
41,2,0.26990291454175974
41,3,0.29490341769962763
41,4,0.31700392890743345
41,5,0.2931098387143147
41,6,0.23231801282062103
41,7,0.2079870813497663
41,8,0.1604830085100709
41,9,0.17813100285143402
41,10,0.11517702800764137
41,11,0.11187188022488406
41,12,0.05902577465409877
41,13,0.06134290304208571
41,14,0.04619320579795078
41,15,0.17677579387369657
41,16,0.07624386522998824
41,17,0.14506263130486613
41,18,0.15694155957937686
41,19,0.1368004863087593
41,20,0.25192623483483273
41,21,0.2944767768530478
41,22,0.25565788571423076
41,23,0.30518312946244175
41,24,0.3510279734006516
41,25,0.33168867286288684
42,1,0.3102574000499871
42,2,0.30566583691978644
42,3,0.29154961979885846
42,4,0.24863017335801235
42,5,0.29253866233196313
42,6,0.23936276903685247
42,7,0.25630159410208636
42,8,0.22401082327949637
42,9,0.1293517472998382
42,10,0.09036690168179787
42,11,0.09293433102353506
42,12,0.04204177091399219
42,13,0.12270155816876833
42,14,0.12115029016472063
42,15,0.05638479677121739
42,16,0.10014920183045274
42,17,0.091168509770469
42,18,0.06972253433113888
42,19,0.19182536943437276
42,20,0.21508212408019267
42,21,0.27683520529242045
42,22,0.29915446406073676
42,23,0.27724394458643115
42,24,0.2588744586994641
42,25,0.2558035761723657
43,1,0.27969170208810396
43,2,0.3248818494692711
43,3,0.29779608361691356
43,4,0.2948599319868024
43,5,0.30765793268797575
43,6,0.24389771500929883
43,7,0.2325176898468565
43,8,0.17722247923771514
43,9,0.110294207989188
43,10,0.15391048770072432
43,11,0.08776661011259403
43,12,0.05519805090126133
43,13,0.09669697156032098
43,14,0.06140596611076233
43,15,0.0610958417654246
43,16,0.06113925775442331
43,17,0.09227973170352433
43,18,0.09483730126683446
43,19,0.17699432074057442
43,20,0.2507264740554858
43,21,0.2671676987627576
43,22,0.2753886536211589
43,23,0.2704598030585808
43,24,0.31720890989721134
43,25,0.23687442540070947
44,1,0.26800965010937633
