Evaluation_Reward
1.177647050781250000e+05
1.123554775390625000e+05
9.736617675781250000e+04
6.503192382812500000e+04
6.832932885742187500e+04
7.370587329101562500e+04
7.333801269531250000e+04
7.297975415039062500e+04
7.094314135742187500e+04
7.057184301757812500e+04
7.023225439453125000e+04
7.023224707031250000e+04
7.014108544921875000e+04
7.018389111328125000e+04
7.001149121093750000e+04
7.006361523437500000e+04
7.107065649414062500e+04
7.107130004882812500e+04
7.156384863281250000e+04
7.114021240234375000e+04
7.074666845703125000e+04
7.081180834960937500e+04
7.131054687500000000e+04
7.154578759765625000e+04
7.130996728515625000e+04
7.176228149414062500e+04
7.176186352539062500e+04
7.172213037109375000e+04
7.172231713867187500e+04
7.132113842773437500e+04
7.132112353515625000e+04
7.133052807617187500e+04
7.138234375000000000e+04
7.138233984375000000e+04
7.138235205078125000e+04
7.075907714843750000e+04
7.075907055664062500e+04
7.049921850585937500e+04
7.059749536132812500e+04
7.075807397460937500e+04
7.039519677734375000e+04
7.131965820312500000e+04
7.129200610351562500e+04
7.128076489257812500e+04
7.111077636718750000e+04
7.110200048828125000e+04
7.126448730468750000e+04
7.126446972656250000e+04
7.138489062500000000e+04
7.138490966796875000e+04
