episode,total_reward,steps
1095,69347.19067382812,25
1096,69749.36962890625,25
1097,69270.06665039062,25
1098,69685.29125976562,25
1099,69731.0703125,25
1100,69614.47119140625,25
1101,69520.88354492188,25
1102,69748.82104492188,25
1103,69562.63818359375,25
1104,69282.40625,25
1105,69575.92822265625,25
1106,69690.22607421875,25
1107,69624.74658203125,25
1108,69663.85546875,25
1109,69514.48583984375,25
1110,69589.85473632812,25
1111,69464.84399414062,25
1112,69930.43115234375,25
1113,69708.25830078125,25
1114,69627.18383789062,25
1115,69766.52026367188,25
1116,69461.75854492188,25
1117,70024.76879882812,25
1118,69214.67529296875,25
1119,69284.97631835938,25
1120,69412.900390625,25
1121,69233.5615234375,25
1122,69364.48706054688,25
1123,69938.74853515625,25
1124,69694.41357421875,25
1125,69367.02221679688,25
1126,70028.5615234375,25
1127,69874.92407226562,25
1128,67111.189453125,25
1129,65351.96533203125,25
1130,64919.1240234375,25
1131,64890.507080078125,25
1132,64744.8017578125,25
1133,64544.01611328125,25
1134,65078.191162109375,25
1135,65298.716796875,25
1136,64869.06689453125,25
1137,64719.383056640625,25
1138,64721.75146484375,25
1139,64902.678466796875,25
1140,64864.791748046875,25
1141,65074.688720703125,25
1142,65030.854248046875,25
1143,65069.40185546875,25
1144,64781.929931640625,25
1145,65078.42822265625,25
1146,64775.96044921875,25
1147,64733.833984375,25
1148,64593.83935546875,25
1149,64910.076416015625,25
1150,65130.03369140625,25
1151,64581.992919921875,25
1152,65149.8671875,25
1153,64995.650634765625,25
1154,65201.52099609375,25
1155,65013.27978515625,25
1156,65118.626708984375,25
1157,64941.57275390625,25
1158,65363.810302734375,25
1159,65388.60791015625,25
1160,65435.590576171875,25
1161,64972.642822265625,25
1162,65177.138671875,25
1163,65015.882568359375,25
