Evaluation_Reward
7.086610888671875000e+04
7.604640014648437500e+04
7.053590722656250000e+04
6.918295898437500000e+04
6.918294433593750000e+04
6.415326586914062500e+04
6.397585229492187500e+04
6.397585229492187500e+04
6.810629345703125000e+04
6.816041186523437500e+04
6.890985351562500000e+04
6.919945971679687500e+04
6.964533422851562500e+04
7.023957080078125000e+04
7.029693359375000000e+04
7.029418457031250000e+04
7.030837939453125000e+04
7.077843798828125000e+04
6.939418261718750000e+04
6.878471752929687500e+04
6.870919531250000000e+04
6.870919775390625000e+04
6.905765991210937500e+04
6.835054858398437500e+04
6.895350195312500000e+04
