Evaluation_Reward
1.177843759765625000e+05
7.061842724609375000e+04
7.040323583984375000e+04
7.626439672851562500e+04
7.046160693359375000e+04
6.964622631835937500e+04
7.114017504882812500e+04
6.543243530273437500e+04
6.523707250976562500e+04
6.624323999023437500e+04
6.624326538085937500e+04
6.611892700195312500e+04
6.500257128906250000e+04
6.500256640625000000e+04
7.091527392578125000e+04
7.091527392578125000e+04
7.108528637695312500e+04
7.408874169921875000e+04
7.425289062500000000e+04
7.597781665039062500e+04
7.514530712890625000e+04
7.540746044921875000e+04
7.677397045898437500e+04
7.377020678710937500e+04
7.377020532226562500e+04
7.408052954101562500e+04
7.408560449218750000e+04
7.264687719726562500e+04
7.026570263671875000e+04
7.026569897460937500e+04
7.026569848632812500e+04
7.061620117187500000e+04
7.057422387695312500e+04
7.084871582031250000e+04
7.094268750000000000e+04
7.116997802734375000e+04
7.116997827148437500e+04
7.116997924804687500e+04
7.116997680664062500e+04
7.135572753906250000e+04
7.135572973632812500e+04
7.166092382812500000e+04
7.146590454101562500e+04
7.140342211914062500e+04
7.140342236328125000e+04
7.150235327148437500e+04
7.162661425781250000e+04
7.162661816406250000e+04
7.161526538085937500e+04
7.161526611328125000e+04
